title,address,price,area,bath,room,property_type,description,year,parking,near_cc,near_school,near_parks,near_avenue,security,elevator,rest_area,pool
VENTA DEPARTAMENTO DUPLEX PENTHOUSE URB. VALLE HERMOSO OESTE – SURCO.,"Jr. Morro Solar 312, Lima, Perú  Santiago de Surco, Lima, Lima",535000.0,389,3,5,Departamento,CONTACTO: ANDREA SANTAMARIA ZUÑIGA,2009,1,1,1,1,1,0,0,1,0
LIQUIDACION PENTHOUSE DÚPLEX ESTRENO 4 DORM + COCHERA Y DEPÓSITO EN SURCO,"Jirón Galeano 300, Surco, Perú  Santiago de Surco, Provincia de Lima, Provincia de Lima",230000.0,146,3,4,Departamento,CITAS FIORELLA 9.*8.*2.*0.*6.*3.*6.*3.*9,2022,1,1,1,1,1,0,0,1,0
Venta de Penthouse de Estreno en Zona Exclusiva de Surco,"Calle La Joya, Tambo de Monterrico, Santiago de Surco, Perú  Santiago de Surco, Lima, Lima",440000.0,255,4,4,Departamento,En Venta Penthouse de Estreno en zona exclusiva de Surco.,2023,1,1,1,1,1,0,0,1,0
Venta de Penthouse de Estreno en zona exclusiva de Surco,"Tambo de Monterrico, Santiago de Surco, Perú  Santiago de Surco, Lima, Lima",440000.0,255,6,4,Departamento,En Venta Penthouse de Estreno en zona exclusiva de Surco.,2023,1,1,1,1,1,0,0,1,0
ESTO ES EN REALIDAD UN ESTILO DE VIDA !!... INCREÍBLE PENTHOUSE !!!,"Santiago de Surco, Provincia de Lima, Provincia de Lima",1000000.0,633,4,4,Departamento,Espléndido PENTHOUSE con impresionante vista a los campos de golf y a toda la ciudad !!,0,0,0,0,0,0,0,0,0,0
ÚLTIMO DEPARTAMENTO Y DÚPLEX EN ZONA RESIDENCIAL FRENTE A PARQUE,"Santiago De Surco, Lima, Lima",185220.0,84,2,3,Departamento,"COD. 1034 - Flats y Penthouse disponibles frente a Parque, con acabados de primera, y 2 puntos de gas natural, en una zona residencial de Surco.",2023,1,1,1,1,1,0,0,0,0
BAJA DE PRECIO! HERMOSO PENTHOUSE DUPLEX CON VISTA A PARQUE,"Jr. Manuel Ganoza 145, Santiago de Surco, Perú  Santiago de Surco, Lima, Lima",475000.0,367,3,3,Departamento,TAMBIEN EN ALQUILER A 2500$,2000,1,0,0,1,0,0,0,1,0
VENDO PRECIOSO PENTHOUSE CON 100 M2 DE TERRAZA EN CIRCUNVALACION GOLF LOS INCAS,"Avenida Circunvalación Golf los Incas, Santiago de Surco, Perú  Santiago de Surco, Provincia de Lima, Provincia de Lima",550000.0,360,4,4,Departamento,"Precioso Penthouse con terraza de 100 m2, linda vista a áreas verdes, zona tranquila.",2011,1,1,1,1,1,0,0,1,1
"Venta de Penthouse en Circunvalacion Golf Los Inkas, Camacho","Santiago de Surco, Provincia de Lima, Municipalidad Metropolitana de Lima",1390000.0,500,5,3,Departamento,"SE VENDE ESPECTACULAR PENTHOUSE, IMPECABLE, PISO 6 Y 7, SON 500 M2 CONSTRUIDOS Y 200 M2 DE TERRAZA, ASCENSOR DIRECTO A LOS 2 PISOS.",0,1,0,0,0,0,1,1,1,1
Oportunidad $1055 X m² Penthouse de lujo C/terraza 4 Dorm.,"Santiago de Surco, Lima, Lima",420000.0,398,5,4,Departamento,PH CRUZ DEL SUR - Excelente Oportunidad!!,2011,1,0,0,0,0,0,0,1,0
Penthouse duplex con hermosa vista de parque,"Jr. Manuel Ganoza 145, Santiago de Surco, Perú  Santiago de Surco, Lima, Lima",495000.0,367,3,3,Departamento,"Cómodo e impecable penthouse dúplex con hermosa vista al parque Chabuca Granda. Cuenta con una buena terraza delante de sala comedor, así como una terraza delante del estar en el segundo piso y un patio en la zona de lavandería.",2000,1,0,1,1,0,0,0,1,0
Lindo penthouse en condominio - frente a parque,"Parque Franco Peruano, Jirón Batallón Tarma N, Ur. Santa Teresa, Santiago de Surco, Lima, 15039, PER  Santiago de Surco, Lima, Lima",290000.0,200,3,3,Departamento,"Lindo penthouse duplex frente a parque, cuenta con linda vista del parque desde la sala comedor, estar y dormitorio principal.",2001,1,1,1,1,0,0,0,1,0
"Penthouse Chacarilla, AO 387 m2 , 2 coch 4 dor c/b incor, terraza","Santiago de Surco, Lima, Lima",650000.0,317,4,4,Departamento,"Hermoso e impecable Penthouse duplex con 4 dormitorios todos con baño incorporado. La primera planta consta de sala/comedor con balcon a lo ancho de la sala, baño de visita, amplia cocina con isla central, sala de estar y 3 dormitorios con baño incorporado. uno de ellos categoria dormitorio principal con baño con doble ovalin, ducha y tina/jacuzzi separados. en al segunda planta, baño de visita, sala de estar conectada con una amplia y bella terraza recien remodelada. Una suite de 2 ambientes y terraza, walk in closet y baño con jacuzzi y ducha doble con vista a terracita. Ampli area de servicio con cuarto y baño de servicio . cuarto de planchado o deposito y patio grande. 2 cocheras en paralelo. Gas de Calida - Precio en Dólares",2008,1,0,0,1,0,0,0,1,1
DUPLEX PENTHOUSE EN SURCO JUN 2024,"Santiago de Surco, Lima, Lima",151400.0,150,3,2,Departamento,"Precio de Pre Venta - Duplex Penthouse, entrega el 30 Junio 2024, financiado por el Scotiabank, con espectaculares acabados, siempre característico de nuestra constructora, ponte en contacto directo con nosotros para ofrecerte la mejor oportunidad.",2024,1,1,1,1,1,0,0,0,0
"¡DE ESTRENO! DEPARTAMENTO DÚPLEX 701 EN VENTA, BIEN UBICADO EN SURCO","Jirón Augusto Wiese, Surco, Perú  Santiago de Surco, Lima, Lima",315000.0,185,3,3,Departamento,"¡DE ESTRENO! DEPARTAMENTO DÚPLEX 701 EN VENTA, BIEN UBICADO EN SURCO",2023,1,0,1,1,1,0,0,1,0
Surco VISTA ALEGRE - Venta Dúplex Penthouse De Estreno Frente a Parque + Cocina Equipada + 3 Dorm (100m²),"Urb Vista Alegre, Santiago de Surco, Perú  Santiago de Surco, Lima, Lima",182000.0,100,2,3,Departamento,"Venta de Departamento DUPLEX PENTHOUSE DE ESTRENO (Entrega SETIEMBRE 2023), de 3 Dormitorios, en Proyecto Los Heraldos, FRENTE A PARQUE y financiado por el SCOTIABANK, ubicado en la Urbanización Vista Alegre, Santiago de Surco, zona Residencial y Céntrica, con áreas de estacionamiento sus visitas, cerca a las avenidas BENAVIDES, VELASCO ASTETE y AYACUCHO, de fácil acceso a Centros Comerciales El Trigal, Higuereta, Autoservicios Wong, Plaza Vea, Universidades, Colegios, etc.",2023,1,1,1,1,1,0,0,1,0
OPORTUNIDAD! PRECIOSO PENTHOUSE EN VENTA CON 3 TERRAZAS EN CHACARILLA,"Santiago de Surco, Provincia de Lima, Provincia de Lima",850000.0,572,4,4,Departamento,"Precioso departamento tipo Penthouse en el cuarto y quinto piso del edificio con solo 7 departamentos en total. Se entra con ascensor directo a la zona de entrada en el cuarto piso. Se sigue a la sala con paredes de doble altura, grandes ventanas y bar empotrado. El comedor esta separado pero se puede juntarse con la sala con puerta corrediza. Además cuenta con una sala de estar y de frente con una linda y cómoda terraza.",2007,1,1,1,1,1,0,1,1,0
"Hermoso Departamento Duplex, Vista Al Golf Moderno Perm Mascotas","Calle, Santiago de Surco, Lima, Lima, Peru  Santiago de Surco, Provincia de Lima, Provincia de Lima",950000.0,520,5,3,Departamento,"8 años de antigüedad, vista al golf, moderno, piso 18, guardianía, duplex. Hall de ingreso, sala, comedor, comedor de diario, cocina, sala de estar, 3 dormitorios, 5.0 baños, 3 baños incorporados, 1 cuarto de servicio, 1 baño de servicio, lavandería, 3 depósitos, pisos de madera en área privada.",0,0,0,0,0,0,1,0,0,0
Lindo Penthouse De Estreno Con Vista A Golf Los Inkas,"Cerros de camacho, Santiago de Surco, Lima, Lima, Peru  Santiago de Surco, Provincia de Lima, Municipalidad Metropolitana de Lima",940000.0,563,6,5,Casa,"Sala, Comedor, Comedor de diario, Cocina, Escritorio, Sala de estar, 5 Dormitorios, 6.5 Baños, 4 Baños incorporados, Cuarto de servicio, Baño de servicio, 1 Depósito, Lavandería, 3 Cocheras tipo Paralelas, Pisos de Madera en área social, Pisos de Madera en área privada, Terraza.",2017,1,1,1,1,1,0,0,1,0
🏠 SOLÍS VENDE ACOGEDOR DEPARTAMENTO EN LA AV. INDEPENDENCIA.,"Cajamarca, Cajamarca, Cajamarca",72000.0,84,2,3,Departamento,VENDO APARTAMENTO con estacionamiento con tres,0,1,0,1,1,1,0,0,1,0
SE VENDE CASA URBANIZACION MARTIRES DEL MAGISTERIO,"Cajamarca, PER  Cajamarca, Cajamarca, Cajamarca",178378.0,450,4,3,Casa,SE VENDE CASA URB MARTIRES DEL MAGISTERIO – CAJAMARCA,0,1,0,1,1,1,0,0,1,0
LINDO PENTHOUSE DUPLEX EN VENTA A PASOS DE DOS DE MAYO SAN ISIDRO,"Luis Pasteur, Calle Luis Pasteur, Lince, Perú  San Isidro, Lima, Lima",349000.0,152,3,3,Departamento,"El penthouse dúplex con buenos acabados se encuentra ubicado en una calle tranquila, paralela a la Av. Dos de Mayo en San Isidro. En el primer nivel te recibe la sala comedor que dan a un pequeño balcón y cocina abierta estilo americana, moderna con barra de granito. En este nivel se encuentra el dormitorio principal con walking closet y baño privado y un dormitorio secundario con baño incluído y vista interior. Además espacio para home office y closet para ropa blanca. En el segundo nivel con 53 metros techados se encuentra una acogedora sala de estar con acceso a la terraza. Esta terraza de 23 metros es práctica con un mueble de granito amplio para poder guardar todos los utensilios para la parrilla. Adicionalmente hay un tercer dormitorio y baño completo. Lavandería y cuarto de servicio. Tiene cochera lineal para 2 autos en semisótano (número 5). En la parte delantera del estacionamiento lineal, se podría cerrar un espacio para ser utilizado como depósito/closet.",2019,1,0,0,0,0,0,0,1,0
VENTA DUPLEX FRENTE AL MAR EN PLAYA CABALLEROS - DPTO 302,"Punta Hermosa, Provincia de Lima, Provincia de Lima",439000.0,197,3,3,Departamento,"Duplex de A.O. : 149 m2, A.C. : 197 m2, Aires : 48 m2, Hall, 1 sala, living-comedor, comedor, comedor de diario, cocina abierta, kitchenette, lavandería, estar familiar, 3 dormitorios, walk-in closet, 3.5 baños, 3 baños incorporados, tina en el baño, 1 cuarto de servicio, 1 baño de servicio, 2 cocheras tipo en línea, 3 camas, terraza de 48.00 m2, patio, piscina, parrilla. Piso 3, Se permiten mascotas, playa playa caballeros, fila n°1, duplex, vista al mar.",2023,1,0,0,0,0,0,0,1,1
Precioso Dpto. Dúplex Pent-house Impecable Amoblado con Vista Al Mar,"Punta Hermosa, Lima, Lima",850000.0,280,4,4,Casa,Precioso dpto. dúplex pent-house con vista al mar (totalmente amoblado y equipado),2018,1,1,1,1,1,0,0,1,0
ESTRENO!!! Penthouse de Lujo Frente Al Mar Miraflores,"Malecón de la Reserva 400, Miraflores, Perú  Miraflores, Lima, Lima",1190000.0,410,5,4,Casa,OCASION!,2021,1,1,1,1,1,0,0,1,1
OCASION!! ESTRENO VENTA PENTHOUSE PLAYA CABALLEROS,"Punta Hermosa, Provincia de Lima, Provincia de Lima",345000.0,188,4,3,Departamento,HERMOSO DEPARTAMENTO EN LA PLAYA CABALLEROS VISTA FRENTE AL MAR!,2021,1,0,0,0,0,0,0,1,0
VENTA PENTHOUSE FRENTE AL MAR PLAYA PUNTA HERMOSA - PH1,"Punta Hermosa, Lima, Lima",486500.0,277,5,5,Departamento,"Penthouse de A.O. : 196 m2, A.C. : 277 m2, Aires : 81 m2. Hall, 1 sala, living-comedor, comedor, comedor de diario, cocina abierta, kitchenette, lavandería, estar familiar, 5 dormitorios, 5.5 baños, 5 baños incorporados, jacuzzi, 1 cuarto de servicio, 1 baño de servicio, 3 cocheras tipo en línea, 5 camas, terraza de 81.00 m2, piscina, parrilla. Piso 2, 3 pisos, 1 departamento por piso, 3 departamentos en total. Se permiten mascotas, playa playa caballeros, fila n°2, triplex, vista al mar",2023,1,0,0,0,0,0,0,1,1
VENTA PENTHOUSE FRENTE AL MAR PLAYA PUNTA HERMOSA - DPTO 301,"Punta Hermosa, Lima, Lima",435000.0,234,3,3,Departamento,"Triplex de A.O. : 104 m2, A.C. : 234 m2, Aires : 130 m2, Hall, 1 sala, living-comedor, comedor, comedor de diario, cocina abierta, kitchenette, lavandería, 3 dormitorios, 3.0 baños, 3 baños incorporados, tina en el baño, 1 cuarto de servicio, 1 baño de servicio, 2 cocheras tipo en línea, 3 camas, terraza de 130.00 m2, patio, jardín, piscina, parrilla.",2024,1,0,0,0,0,0,0,1,1
Punta Hermosa - Venta Departamento Penthouse Frente a Parque con Piscina + 2cocheras de 3dormitorios,"Playa Caballeros, Punta Hermosa, Perú  Punta Hermosa, Lima, Lima",250000.0,157,5,3,Departamento,"Venta de Departamento TRIPLEX PENTHOUSE frente a Parque, de 3 Dormitorios, 2 Balcones, Terraza con Piscina y área para parrillas, con una excelente ubicación residencial en Punta Hermosa, La Planicie, cerca a la Playa Caballeros, malecón Pico Alto y Playa Norte, ingreso por la panamericana antigua a la avenida principal García Rada con control de ingresos.",2022,1,1,1,1,1,0,0,1,1
Extraordinario Penthouse Malecón Armendariz,"Miraflores, Lima, Lima",1200000.0,534,5,4,Departamento,Excelente propiedad ubicada en una de las zonas más exclusivas de Lima y con una vista extraordinaria de la costa miraflorina.,1978,0,0,1,1,1,0,0,1,1
Surco CHACARILLA DEL ESTANQUE - DE ESTRENO! Venta DUPLEX Penthouse de 3Dorm + Terraza + 2Cocheras - 217m²,"Avenida Alejandro Velasco Astete & Avenida Primavera, Santiago de Surco, Perú  Santiago de Surco, Lima, Lima",486300.0,217,4,4,Departamento,"Exclusivo Departamento DUPLEX - PENTHOUSE DE ESTRENO! en venta (No paga Alcabala) de entrega Inmediata y un área de 217m², 4 Dormitorios (2 de los cuales cuentan con Baño Privado) y Terraza con área de Parrilla, ubicado en Chacarilla del Estanque, Santiago de Surco, altura av. Velasco Astete y av. Primavera, cerca al Centro Comercial Caminos del Inca Chacarilla, Wong, Plaza Vea, Colegios, Universidades, Comercios y Restaurantes. Edificio con un Diseño moderno y acabados de primera! con Recepción, Lobby, Vigilancia 24/7 y Ascensor para discapacitados en el ingreso.",2022,1,1,1,1,1,1,1,1,0
Surco CHACARILLA DEL ESTANQUE - DE ESTRENO! Entrega Inmediata! Venta DUPLEX Penthouse de 3Dorm + Terraza + 2Cocheras - 217m²,"Chacarilla del Estanque, Santiago de Surco, Perú  Santiago de Surco, Lima, Lima",486300.0,217,4,4,Departamento,"Exclusivo Departamento DUPLEX - PENTHOUSE DE ESTRENO! en venta (No paga Alcabala) de entrega Inmediata y un área de 217m², 4 Dormitorios (2 de los cuales cuentan con Baño Privado) y Terraza con área de Parrilla, ubicado en Chacarilla del Estanque, Santiago de Surco, altura av. Velasco Astete y av. Primavera, cerca al Centro Comercial Caminos del Inca Chacarilla, Wong, Plaza Vea, Colegios, Universidades, Comercios y Restaurantes. Edificio con un Diseño moderno y acabados de primera! con Recepción, Lobby, Vigilancia 24/7 y Ascensor para discapacitados en el ingreso.",2022,1,1,1,1,1,1,1,1,0
ESPECTACULAR PENTHOUSE EN VENTA EN MIRAFLORES VISTA 360EN EL MALECON,"Malecón de la Marina, Miraflores, Perú  Miraflores, Lima, Lima",1890000.0,568,4,3,Departamento,"Elegante Penthouse Dúplex con ascensor directo a ambos pisos, en el edificio más lujoso y exclusivo del Malecón de Miraflores, no sólo porque es edificio esquina con mucha luz, también por la espectacular Vista de 360, por el frente desde el Morro Solar hasta La Punta y por la espalda desde La Punta hasta El Morro, además porque fue diseñado por el parisino Philippe Starck que es un diseñador industrial reconocido mundialmente por la funcionalidad de sus diseños y la estética de los mismos. Las áreas comunes son realmente de lujo con gran piscina de 2 carriles para nado, sala de juegos y billar, gran terraza en piso 13 con biblioteca, etc. Cuando ingresamos al edifico nos encontramos con un espectacular lobby de doble altura con una elegante decoración, destaca la notable arquitectura del diseñador, quien trajo todos los acabados y artículos decorativos de distintas partes del mundo. Ingresamos al PH por el último piso del edificio (segunda planta del depa) y nos recibe una amplia sala, comedor y moderno bar muy iluminados, todo con vista maravillosa al Océano Pacífico, a través de la amplia terraza en esquina con dos jardines muy bien cuidados, una terraza con el área del jacuzzi + jardín y la otra con el área del BBQ también con jardín. El jacuzzi de primera línea para 7 personas (sistema de mantenimiento y limpieza del agua) está en la esquina de la terraza con vista infinita al mar. Todos los pisos de la terraza son deck shihuahuaco perfectamente mantenidos y tienen unos macetones gigantes iguales a los del exterior del edificio. En esta última planta (segunda) se encuentra la moderna e iluminada cocina con isla central, el baño de visitas y chimenea. Los techos son de 2.70mts de altura y tiene cortinas blackout eléctricas además de shades. En la primera planta se encuentran los 3 dormitorios con mucha luz, cada uno con baño incorporado. El principal con vista espectacular al mar y con una sala amplia colindante que podría incorporarse al principal, además cuenta con 2 walk-in closets, un baño amplio y cómodo con 2 ovalines y muchos closets de pared. Cuenta con un gran estudio familiar central y una sala de estar para los dos dormitorios secundarios, que se podría fácilmente convertir en un 4to. dormitorio. El área de servicio tiene 2 dormitorios, 1 baño y lavandería completa. Las áreas comunes del edificio tienen en el primer piso una sala de juegos para adultos con mesa de billar, sala de juegos para niños con kitchenette, dos televisores cada uno con Wii, piscina climatizada lujosamente diseñada y zona de relajación. En el segundo piso, se encuentra el gimnasio totalmente equipado con máquinas de última tecnología, además de una mesa de ping pong de acero. Todos los pisos son de madera estructurada shihuahuaco de tablón ancho, baños en mármol, grifería Hansgröhe y ventanas aisladas herméticamente. En el piso 13, como parte de las áreas comunes tiene un elegante salón biblioteca y una gran terraza con parrilla y muebles de diseño en un ambiente moderno, ideal para reuniones sociales. Ascensor directo al departamento y ascensor de servicio. Estacionamiento para bicicletas, grupo electrógeno, salón de correspondencia y buzón privado. Cuenta con 5 estacionamientos (los mejores del edificio!) y 1 depósito. Zona tranquila y segura, cercano a restaurantes, cafés, boutiques, oficinas prime, etc",2015,1,0,0,1,0,0,1,1,1
Surco CHACARILLA DEL ESTANQUE - DE ESTRENO! Entrega Inmediata! Venta DUPLEX Penthouse de 3Dorm + Terraza + 2Cocheras - 173m²,"Chacarilla del Estanque, Santiago de Surco, Perú  Santiago de Surco, Lima, Lima",392500.0,173,4,3,Departamento,"DE ESTRENO! (No paga Alcabala) y Entrega Inmediata, Venta de DUPLEX - PENTHOUSE de 172.56m² en Edificio con un Diseño moderno y acabados de primera! con una excelente ubicación en Chacarilla del Estanque, Santiago de Surco, a la altura de av. Velasco Astete y av. Primavera, lo que le facilita estar cerca del Centro Comercial Chacarilla, Wong, Plaza Vea, Colegios, Universidades, etc, con rápido acceso a avenidas principales (Velasco Astete, Primavera y Caminos del Inca)",2022,1,1,1,1,1,0,0,1,0
Surco CHACARILLA DEL ESTANQUE - DE ESTRENO! Venta DUPLEX Penthouse de 3Dorm + Terraza + 2Cocheras - 173m²,"Avenida Alejandro Velasco Astete & Avenida Primavera, Santiago de Surco, Perú  Santiago de Surco, Provincia de Lima, Provincia de Lima",392500.0,173,4,3,Departamento,"DE ESTRENO! (No paga Alcabala) y Entrega Inmediata, Venta de DUPLEX - PENTHOUSE de 172.56m² en Edificio con un Diseño moderno y acabados de primera! con una excelente ubicación en Chacarilla del Estanque, Santiago de Surco, a la altura de av. Velasco Astete y av. Primavera, lo que le facilita estar cerca del Centro Comercial Chacarilla, Wong, Plaza Vea, Colegios, Universidades, etc, con rápido acceso a avenidas principales (Velasco Astete, Primavera y Caminos del Inca)",2022,1,1,1,1,1,0,0,1,0
VENDO FANTASTICO PENTHOUSE DUPLEX LINCE LÍMITE SAN ISIDRO. ANA MARÍA ALZAMORA CEL.*99975----*,"San Isidro, Lima, Lima",190000.0,130,2,2,Departamento,*VENDO PENTHOUSE DUPLEX LINCE LIMITE SAN ISIDRO.* *ANA MARÍA ALZAMORA *CEL.99975----*,2019,1,1,1,1,1,0,0,1,0
"SE VENDE TRIPLEX DE 3 DOR Y 3 BAÑOS DE 116M2 CON TERRAZA DE $188,115 INCLUIDO ESTACIONAMIENTO Y DEPOSITO","Jr. Capac Yupanqui 1600, Lince, Perú  Lince, Lima, Lima",188115.0,116,3,3,Departamento,"¡¡Adquiere tu TRIPLEX PENTHOUSE de estreno en Lince, que no te lo ganen!!",2022,1,1,1,1,1,0,0,1,0
OPORTUNIDAD - DEPARTAMENTO DE ESTRENO - BAÑOS DEL INCA,"Calle 1, Los Baños del Inca, Cajamarca, 06004, PER  Los Baños del Inca, Cajamarca, Cajamarca",54054.0,77,2,3,Departamento,"¡Bienvenidos a Colinas Victoria! Una urbanización en la que la calidad de vida y la comodidad son la prioridad. Hoy tengo el placer de presentarles 04 departamentos de estreno, cada uno con un espacio de 75 a 82m2 y con 03 habitaciones, sala comedor y cocina. Estos departamentos son la combinación perfecta entre comodidad y funcionalidad.",2019,1,1,1,1,1,0,0,1,0
"BUSCAS DEPARTAMENTO EN ZONA RESIDENCIAL, SIN MUCHO TRAFICO, TRANQUILA Y CERCA A PARQUES, ESTE DEPA ES PARA TI.","Avenida Universitaria, Cajamarca, 06003, PER  Cajamarca, Cajamarca, Cajamarca",95000.0,117,2,3,Departamento,"BUSCAS DEPARTAMENTO EN ZONA RESIDENCIAL, SIN MUCHO TRAFICO, ZONA TRANQUILA Y CERCA A PARQUES, ESTE DEPARTAMENTO ES PARA TI.",2022,0,1,1,1,1,0,0,1,0
VENDO PENTHOUSE DUPLEX LINCE LIMITE SAN ISIDRO. DOS DORMITORIOS,"San Isidro, Lima, Lima",190000.0,130,2,2,Departamento,"Exclusivo departamento en la mejor zona, Lince límite San Isidro, cerca a Wong de Av. Dos de Mayo, súper iluminado. Pisos, 15, 16 más aires: (Piso 17)",2018,1,1,1,1,1,0,0,1,0
SE VENDE CASA EN CONDOMINIO SAUSALITO - BAÑOS DEL INCA,"CONDOMINIO EL SAUSALITO, Pachacútec, Baños del Inca, Cajamarca, Perú  Cajamarca, Cajamarca, Cajamarca",379000.0,1050,6,6,Casa,DESCRIPCION,0,1,0,1,1,1,0,0,1,0
Exclusivo Departamento en Venta en Residencial Cataluña - Baños del Inca - Cajamarca,"Calle 6, Los Baños del Inca, Cajamarca, 06004, PER  Los Baños del Inca, Cajamarca, Cajamarca",118000.0,123,3,4,Departamento,"Descubre el exclusivo departamento situado en la Residencial Cataluña, en la Urbanización Colinas Victoria. Este inmueble promete comodidad, lujo y vistas panorámicas únicas.",0,0,0,1,1,1,0,0,1,0
DEPARTAMENTO EN VENTA - URBANIZACION MOLINOS DEL INCA - BAÑOS DEL INCA - CAJAMARCA,"Pasaje 1, Los Baños del Inca, Cajamarca, 06004, PER  Los Baños del Inca, Cajamarca, Cajamarca",85900.0,107,2,3,Departamento,"Urbanización Molinos del Inca, es un lugar realmente exclusivo en mismo Baños del Inca pero alejado del bullicio, cuenta con parque solo para los propietarios, un lugar exclusivo.",0,1,1,1,1,1,0,0,1,0
"Hermosa Casa en Venta - Colinas Victoria, Baños del Inca - Cajamarca","Urbanización Colinas Victoria, Baños del Inca, Perú  Los Baños del Inca, Cajamarca, Cajamarca",178000.0,263,4,4,Casa,"Se vende hermosa casa en Colinas Victoria, Baños del Inca, con acabados de alta calidad y excelente ubicación, cerca de centros recreativos, comerciales y de salud. Esta casa de 263 m2 construidos sobre un terreno de 71 m2 cuenta con amplias áreas de estar, cocina, 4 dormitorios cada uno con baño, un estudio, almacén, lavandería, cuarto de servicio, área para parrillas y una cochera. ¡Es una oportunidad ideal para vivir en una de las mejores zonas de Cajamarca!",0,1,0,0,0,0,0,0,1,0
"Casa de Campo en Venta: Exclusividad y Confort en La Esmeralda, Cajamarca 🌿🏡","Los Baños del Inca, Cajamarca, PER  Los Baños del Inca, Cajamarca, Cajamarca",264000.0,613,5,4,Casa,"Descubre esta impresionante casa de campo en venta ubicada en la distinguida urbanización La Esmeralda. A solo 2 minutos del aeropuerto, es el retiro perfecto sin alejarte del centro de Cajamarca.",0,1,1,1,1,1,0,0,1,0
DEPARTAMENTOS EN VENTA - RESIDENCIAL BALCONES DEL VALLE - CAJAMARCA,"Misión Bautista, Cajamarca, 06003, PER  Cajamarca, Cajamarca, Cajamarca",72900.0,110,3,3,Departamento,RESIDENCIAL BALCONES DEL VALLE,2023,0,0,1,1,1,0,0,1,0
SE VENDE AMPLIA PROPIEDAD EN AV 13 JULIO - CAJAMARCA,"Avenida 13 de Julio, Cajamarca, 06001, PER  Cajamarca, Cajamarca, Cajamarca",750000.0,1195,3,3,Casa,SE VENDE AMPLIA PROPIEDAD EN AV 13 JULIO - CAJAMARCA,0,0,1,1,1,1,0,0,1,0
SE VENDE CASA DE CAMPO EN CAJAMARCA,"Encañada, Perú  Encañada, Cajamarca, Cajamarca",198000.0,1600,3,4,Casa,"¡Tu casa de campo en Encañada te espera! Disfruta de la tranquilidad y la belleza natural de Cajamarca en esta impresionante propiedad de 1600m2 de terreno y 270m2 de construcción. Con amplios jardines, cochera para 08 vehículos y una ubicación privilegiada a solo 200m de la pista que va a Encañada, esta casa de campo tiene todo lo que necesita para disfrutar de la vida al aire libre.",2017,1,0,1,1,1,0,0,1,0
CASA EN VENTA - URBANIZACION EL INGENIO - CAJAMARCA,"Los Cedros 156, Cajamarca, Perú  Cajamarca, Cajamarca, Cajamarca",278000.0,290,3,4,Casa,"¡Hola! Si estás buscando una propiedad ideal para consultorios médicos, clínicas, oficinas y mucho más, no busques más. Tenemos una propiedad de 290m2 de área de terreno ubicada en la Urbanización el Ingenio de Cajamarca, con un frente de 10 metros y un fondo de 29 metros. Esta es una súper oportunidad que no puedes dejar pasar.",1983,0,1,1,1,1,0,0,1,0
Cerros de Camacho Venta de departamento de lujo con vista panorámica,"Santiago de Surco, Lima, Lima",990000.0,501,4,4,Departamento,"🇵🇪🇵🇪🇵🇪VENDO HERMOSOS DPTOS DE ESTRENO EN CERROS DE CAMACHO xxx, SANTIAGO DE SURCO",2023,1,1,1,1,1,0,0,1,0
DEPARTAMENTO EN VENTA - BAÑOS DEL INCA - CAJAMARCA,"Huáscar, Baños del Inca, Perú  Los Baños del Inca, Cajamarca, Cajamarca",160000.0,168,3,3,Departamento,¡Oportunidad única de tener un departamento de 160m2 con acabados de lujo en Baños del Inca – Cajamarca!,2023,1,1,1,1,1,0,0,1,0
Departamento Penthouse Duplex En Miraflores 4 Dorm 2 Cocheras+Depósito,"Av. Ricardo Palma 950, Miraflores, Perú  Miraflores, Lima, Lima",370000.0,228,3,4,Departamento,Bienvenido a la vida de elegancia y comodidad en Miraflores. Presentamos este espectacular dúplex de 4 dormitorios que encapsula la esencia del lujo contemporáneo.,2011,1,1,1,1,1,0,0,1,0
VENDO DEPARTAMENTO EN MAGDALENA DEL MAR,"San Isidro, Lima, Lima",280000.0,140,4,3,Departamento,Triplex en Magdalena del Mar- urbanización Orrantia,2007,1,0,0,1,0,0,0,0,0
VENTA DE DEPARTAMENTO EN SAN ISIDRO - DUPLEX CON TERRAZA,"Avenida General Salaverry, San Isidro, Perú  San Isidro, Lima, Lima",611006.0,293,3,3,Departamento,LINDO PENTHOUSE DUPLEX CON TERRAZA DE 71M2.,2022,1,1,0,1,1,0,0,1,0
VENTA DE DEPARTAMENTO EN SAN ISIDRO - DUPLEX CON TERRAZA,"San Isidro, Provincia de Lima, Provincia de Lima",431955.0,205,2,2,Departamento,LINDO PENTHOUSE DUPLEX CON TERRAZA DE 71M2.,2023,1,0,0,0,0,0,0,1,0
En Venta Espectacular Penthouse / Av. Salaverry San Isidro,"San Isidro, Lima, Lima",790000.0,425,5,4,Departamento,Increíble penthouse en venta por Av. Salaverry a pocas cuadras del Parque La Pera y a solos pasos del Parque Acosta en San Isidro.,2013,1,1,1,1,1,0,0,1,0
Duplex Con Terraza Y Jardin En Miraflores - Penthouse 2Cocheras,"Av. P.º de la República 6349, Miraflores, Perú  Miraflores, Lima, Lima",399000.0,250,4,3,Departamento,"Este dúplex cuenta con una impresionante área total de 250 metros cuadrados, distribuidos en dos niveles.",2016,0,1,1,1,0,0,0,1,0
